Campaign Name,Community Name,Heading,Sub-Heading,Country,Code,Zakat Eligibility
Hosaam - Share the Khair Hike!,TEAM SHARE THE KHAIR!,General Fund,Unassigned,General / Multi-Country,MST-MTC,Zakat
Abu Khawla's Fundraiser,TEAM SISTERS' PROJECT,Sponsorships,Orphan Sponsorship,Syria,SPN-SYR-ORP,Zakat
Musa Sharif - Share the Khair Hike!,TEAM SHARE THE KHAIR!,General Fund,Most Needed / Flexible Allocation,"Syria,Gaza,Afghanistan",MST-SYR,Zakat
Jahid - Restoring Bianoon Masjid!,Bianoon,General Fund,Most Needed / Flexible Allocation,General / Multi-Country,MST-MTC,Zakat
Widows Sponsorship,AshbÄl Al-Ummah,Sponsorships,Widow Sponsorship,Afghanistan,SPN-AFG-WID,Zakat
Tareq Jamaan - Restoring Bianoon Masjid!,Bianoon,Masjid General,Unassigned,Syria,MAS-SYR,Non-Zakat
Sadaqah Jariah for Muna,Ù‚ÙˆØ© Ø§Ù„Ù…Ø³Ù„Ù…ÙŠÙ† TEAM MUSLIM POWER,Sponsorships,Huffaz Sponsorships,Syria,SPN-SYR-HUF,Zakat
Rethink Charity for Orphans in Gaza,Gaza Emergency Appeal,General Fund,Most Needed / Flexible Allocation,Gaza,MST-GAZ,Zakat
Daniaal making a difference,Ù‚ÙˆØ© Ø§Ù„Ù…Ø³Ù„Ù…ÙŠÙ† TEAM MUSLIM POWER,General Fund,Most Needed / Flexible Allocation,Syria,MST-SYR,Non-Zakat
Rebuilding Syria with Dr Asif Munaf,SYRIA NOW,Emergency Aid,Unassigned,Syria,EMR-SYR,Zakat
Solar Panels 4 Widows,AshbÄl Al-Ummah,General Fund,Most Needed / Flexible Allocation,Afghanistan,MST-AFG,Non-Zakat
Cricket Field - Afghanistan,AshbÄl Al-Ummah,Infrastructure,General Infrastructure,Afghanistan,INF-AFG,Non-Zakat
Yubaidul - Restoring Bianoon Masjid!,Bianoon,Masjid General,Unassigned,Syria,MAS-SYR,Non-Zakat
Mahfuz - Restoring Bianoon Masjid!,Bianoon,General Fund,Most Needed / Flexible Allocation,Syria,MST-SYR,Non-Zakat
Tanim - Restoring Bianoon Masjid!,Bianoon,General Fund,Most Needed / Flexible Allocation,General / Multi-Country,MST-MTC,Zakat
Safwan - Restoring Bianoon Masjid!,Bianoon,General Fund,Most Needed / Flexible Allocation,Syria,MST-SYR,Non-Zakat
HM - TDM3,Tour-du-Maroc,General Fund,Most Needed / Flexible Allocation,Syria,MST-SYR,Zakat
Hasanat - Restoring Bianoon Masjid!,Bianoon,General Fund,Most Needed / Flexible Allocation,Syria,MST-SYR,Non-Zakat
Reviving a Sacred Space: The Abdulrahman Bin Awf Masjid Restoration,Poplar Brotherhood,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
Monsur - Tour-du-Maroc,Tour-du-Maroc,Sponsorships,Orphan Sponsorship,Syria,SPN-SYR-ORP,Zakat
Musa for Syriaâ€™s Revival!,SYRIA NOW,Emergency Aid,Unassigned,Syria,EMR-SYR,Zakat
The Forgotten Souls Of Shaam,TEAM SHARE THE KHAIR!,General Fund,Most Needed / Flexible Allocation,General / Multi-Country,MST-MTC,Zakat
House for Widows & Orphans,Builders 4 The Ummah,Sponsorships,Widow Sponsorship,Afghanistan,SPN-AFG-WID,Zakat
Omar  - Restoring Bianoon Masjid!,Bianoon,General Fund,Most Needed / Flexible Allocation,General / Multi-Country,MST-MTC,Zakat
Doc for The Liberated Lands!,Tour-du-Maroc,Sponsorships,Orphan Sponsorship,Syria,SPN-SYR-ORP,Zakat
Alam Hannan - Tour Du Maroc Stage III - 2025,Tour-du-Maroc,Sponsorships,Orphan Sponsorship,Syria,SPN-SYR-ORP,Zakat
Oxford Sponsorship [6th Child],AshbÄl Al-Ummah,Sponsorships,Huffaz Sponsorships,Afghanistan,SPN-AFG-HUF,Zakat
Yahya - Restoring Bianoon Masjid!,Bianoon,General Fund,Most Needed / Flexible Allocation,Syria,MST-SYR,Non-Zakat
Sponsor a Child to Memorise the Quran,Rethink Charity,General Fund,Most Needed / Flexible Allocation,Syria,MST-SYR,Non-Zakat
Qur'Än Friday Challenge!,AshbÄl Al-Ummah,Sponsorships,Huffaz Sponsorships,Afghanistan,SPN-AFG-HUF,Zakat
Jubair - Tour-du-Maroc,Tour-du-Maroc,General Fund,Most Needed / Flexible Allocation,Syria,MST-SYR,Zakat
Abdul Muhith - Hafiz Sponsorship (1yr),Rethink Charity,Sponsorships,Huffaz Sponsorships,Syria,SPN-SYR-HUF,Zakat
Sponsor a Child to Memorise the Quran - 2nd Student!,Rethink Charity,Sponsorships,Huffaz Sponsorships,Syria,SPN-SYR-HUF,Non-Zakat
ðŸŒ SISTERS' PROJECT: Help Us Fight Malnutrition With NutriToffee,TEAM SISTERS' PROJECT,Food,Unassigned,Syria,MST-ALL,Zakat
Revivers of the Ummah,TEAM SHARE THE KHAIR!,Sponsorships,Orphan Sponsorship,Syria,SPN-SYR-ORP,Zakat
Abdul - Horse Master Challenge!!!,Horses4Orphans,General Fund,Unassigned,General / Multi-Country,MST-MTC,Zakat
SAVE THE LIVES OF MALNOURISHED SYRIAN CHILDREN WITH NUTRITOFFEE,TEAM SISTERS' PROJECT,Food,Unassigned,Syria,FOD-SYR,Zakat
Aminur fundraising for Syria Container,Rethink Charity,One-Off Projects,Containers,Syria,ONE-SYR-CTR,Non-Zakat
Horse Master with Akhi Adventures! ðŸ”¥,Horses4Orphans,Sponsorships,Orphan Sponsorship,Afghanistan,SPN-AFG-ORP,Zakat
ISA - Horse Master Challenge!!!,Horses4Orphans,Sponsorships,Orphan Sponsorship,Afghanistan,SPN-AFG-ORP,Zakat
Abdul Munem - Horse Master Challenge!!!,Horses4Orphans,Sponsorships,Orphan Sponsorship,Afghanistan,SPN-AFG-ORP,Zakat
Sponsor a Child to Memorise the Quran - 3rd Student!,Rethink Charity,Sponsorships,Huffaz Sponsorships,Syria,SPN-SYR-HUF,Zakat
Majid - Horse Master Challenge!!!,Horses4Orphans,Sponsorships,Orphan Sponsorship,Afghanistan,SPN-AFG-ORP,Zakat
Samra's Appeal for addressing malnutrition amongst displaced & vulnerable children in Syria.,TEAM SISTERS' PROJECT,General Fund,Most Needed / Flexible Allocation,Syria,MST-SYR,Zakat
Aqiqah - Isa,AshbÄl Al-Ummah,Seasonal & Annual Campaigns,Aqiqah,Afghanistan,SEA-AFG-AQI,Non-Zakat
70 Qur'an Give Away - Nusrat Subhan,AshbÄl Al-Ummah,Quran Distribution,Unassigned,Afghanistan,QRN-AFG,Non-Zakat
Umm Ismaeel - 7/313,313 Orphans,Sponsorships,Orphan Sponsorship,Afghanistan,SPN-AFG-ORP,Zakat
Haaritha - 25/313,313 Orphans,Sponsorships,Orphan Sponsorship,Afghanistan,SPN-AFG-ORP,Zakat
As-Sabeel Al-Waadih - 17/313,313 Orphans,Sponsorships,Orphan Sponsorship,Afghanistan,SPN-AFG-ORP,Zakat
AAHRAYYK #1 - 8/313,313 Orphans,Sponsorships,Orphan Sponsorship,Afghanistan,SPN-AFG-ORP,Zakat
Abdul Ahad - 20/313,313 Orphans,Sponsorships,Orphan Sponsorship,General / Multi-Country,SPN-MTC-ORP,Zakat
Yahya - 1/313,313 Orphans,Sponsorships,Orphan Sponsorship,Afghanistan,SPN-AFG-ORP,Zakat
Umm Mujahid - 28/313,313 Orphans,Sponsorships,Orphan Sponsorship,Afghanistan,SPN-AFG-ORP,Zakat
Reviving The Ummah - 6/313,313 Orphans,Sponsorships,Orphan Sponsorship,Afghanistan,SPN-AFG-ORP,Zakat
Reviving The Ummah - 32/313,313 Orphans,Sponsorships,Orphan Sponsorship,Afghanistan,SPN-AFG-ORP,Zakat
Ali Moynul - 31/313,313 Orphans,Sponsorships,Orphan Sponsorship,Afghanistan,SPN-AFG-ORP,Zakat
Brothers 4 The Sake of Allah - 29/313,313 Orphans,Sponsorships,Orphan Sponsorship,Afghanistan,SPN-AFG-ORP,Zakat
Umm Idris - 2/313,313 Orphans,Sponsorships,Orphan Sponsorship,Afghanistan,SPN-AFG-ORP,Zakat
Orphan Sponsorship - 35/313,313 Orphans,Sponsorships,Orphan Sponsorship,Afghanistan,SPN-AFG-ORP,Zakat
Parvin Bibi - 19/313,313 Orphans,Sponsorships,Orphan Sponsorship,Afghanistan,SPN-AFG-ORP,Zakat
The Orphans Of The Green Birds - 33/313,313 Orphans,Sponsorships,Orphan Sponsorship,Afghanistan,SPN-AFG-ORP,Zakat
AbÅ« IsmÄ'Ä«l x2 - 22/313,313 Orphans,Sponsorships,Orphan Sponsorship,Afghanistan,SPN-AFG-ORP,Zakat
AAHRAYYK #2 - 9/313,313 Orphans,General Fund,Most Needed / Flexible Allocation,Afghanistan,MST-AFG,Zakat
AAHRAYYK #3 - 10/313,313 Orphans,Sponsorships,Orphan Sponsorship,Afghanistan,SPN-AFG-ORP,Zakat
Ismail and Sadik - AnsÄr of the Ummah,AnsÄr of the Ummah,General Fund,Unassigned,General / Multi-Country,MST-MTC,Zakat
Ashbal Al-Ummah - 3/313,313 Orphans,Sponsorships,Orphan Sponsorship,Afghanistan,SPN-AFG-ORP,Zakat
Fahim & Akis - 44/313,313 Orphans,Sponsorships,Orphan Sponsorship,Afghanistan,SPN-AFG-ORP,Zakat
Seekers of Shade - 47/313,313 Orphans,Sponsorships,Orphan Sponsorship,Afghanistan,SPN-AFG-ORP,Zakat
Tahmid Khan - 46/313,313 Orphans,Sponsorships,Orphan Sponsorship,Afghanistan,SPN-AFG-ORP,Zakat
Be a Lifeline in Crisis with Khizar & Nusaybah,Collaboration of Goodness,Emergency Aid,Unassigned,Syria,EMR-SYR,Zakat
Abu Ahmed - 48/313,313 Orphans,Sponsorships,Orphan Sponsorship,Afghanistan,SPN-AFG-ORP,Zakat
AshbÄl Al-Ummah x3 - 38/313,313 Orphans,Sponsorships,Orphan Sponsorship,Afghanistan,SPN-AFG-ORP,Zakat
Sponsor a Child to Memorise the Quran - 4th Student!,Rethink Charity,Sponsorships,Huffaz Sponsorships,Syria,SPN-SYR-HUF,Non-Zakat
Safwan - 36/313,313 Orphans,Sponsorships,Orphan Sponsorship,Afghanistan,SPN-AFG-ORP,Zakat
Sponsor an Orphan - 16/313,313 Orphans,Sponsorships,Orphan Sponsorship,Afghanistan,SPN-AFG-ORP,Zakat
Students of Egypt - 37/313,313 Orphans,Sponsorships,Orphan Sponsorship,Afghanistan,SPN-AFG-ORP,Zakat
Orphan legacy - 52/313,313 Orphans,Sponsorships,Orphan Sponsorship,Afghanistan,SPN-AFG-ORP,Zakat
AshbÄl Team - 53/313,313 Orphans,Sponsorships,Orphan Sponsorship,Afghanistan,SPN-AFG-ORP,Zakat
Muhammed Naeem - 45/313,313 Orphans,Sponsorships,Orphan Sponsorship,Afghanistan,SPN-AFG-ORP,Zakat
The Rijal Club - Project 100 Smiles,Project 100 Smiles,Sponsorships,Orphan Sponsorship,Syria,SPN-SYR-ORP,Zakat
Asad - Widows Sponsorship,AshbÄl Al-Ummah,Sponsorships,Widow Sponsorship,Afghanistan,SPN-AFG-WID,Zakat
Sabiqun Network - Project 100 Smiles,Project 100 Smiles,General Fund,Most Needed / Flexible Allocation,General / Multi-Country,MST-MTC,Zakat
Ashaab-AsSuffah - Project 100 Smiles,Project 100 Smiles,Sponsorships,Orphan Sponsorship,Syria,SPN-SYR-ORP,Zakat
Youth of The Ummah - Project 100 Smiles!,Project 100 Smiles,Sponsorships,Orphan Sponsorship,Syria,SPN-SYR-ORP,Zakat
Mile End Youth - Project 100 Smiles,Project 100 Smiles,General Fund,Unassigned,General / Multi-Country,MST-MTC,Zakat
The Stepney Initiative - Project 100 Smiles,Project 100 Smiles,Sponsorships,Orphan Sponsorship,Syria,SPN-SYR-ORP,Zakat
AnsÄr Al-Ummah - 54/313,313 Orphans,Sponsorships,Orphan Sponsorship,Afghanistan,SPN-AFG-ORP,Zakat
QM ISOC - Project 100 Smiles,Project 100 Smiles,General Fund,Unassigned,General / Multi-Country,MST-MTC,Zakat
Sponsor a Child to Memorise the Quran - 5th Student!,Rethink Charity,Sponsorships,Huffaz Sponsorships,Syria,SPN-SYR-HUF,Zakat
AAHRAYYK #4 - 11/313,313 Orphans,Sponsorships,Orphan Sponsorship,Afghanistan,SPN-AFG-ORP,Zakat
Reyah Amaya Noah Zayaan Zaina Ava Eyla Sara Aydeen for 100 smiles!,Poplar Brotherhood,General Fund,Most Needed / Flexible Allocation,Syria,MST-SYR,Zakat
Ismail Ishaaq Ayah Mika'il Imaan Safa Dawud & Eesa,Project 100 Smiles,Sponsorships,Orphan Sponsorship,Syria,SPN-SYR-ORP,Zakat
Muhammad [The Rijal Club] for Project 100 Smiles!,â The Rijal Club,General Fund,Most Needed / Flexible Allocation,Syria,MST-SYR,Zakat
Abu Rumaysa - 23/313,313 Orphans,Sponsorships,Orphan Sponsorship,Afghanistan,SPN-AFG-ORP,Zakat
Zubeir [The Rijal Club] for Project 100 Smiles!,â The Rijal Club,Sponsorships,Orphan Sponsorship,Syria,SPN-SYR-ORP,Zakat
Bader [The Rijal Club] for Project 100 Smiles!,â The Rijal Club,General Fund,Most Needed / Flexible Allocation,General / Multi-Country,MST-MTC,Zakat
Westminster ISOC - Project 100 Smiles!,Project 100 Smiles,Sponsorships,Orphan Sponsorship,Syria,SPN-SYR-ORP,Zakat
Sadaqah Jariyah in memory of Kiran Hussain,Rethink Mosque Fund,General Fund,Most Needed / Flexible Allocation,Syria,MST-SYR,Non-Zakat
WALK 4 GAZA 2025: STEP UP FOR PALESTINE,WALK 4 GAZA,General Fund,Most Needed / Flexible Allocation,General / Multi-Country,MST-MTC,Zakat
Abdukrazak - 49/313,313 Orphans,Sponsorships,Orphan Sponsorship,Afghanistan,SPN-AFG-ORP,Zakat
Owais's WALK4GAZA,WALK 4 GAZA,Emergency Aid,Unassigned,Gaza,EMR-GAZ,Zakat
Hamzaâ€™s Walk4Gaza,WALK 4 GAZA,Emergency Aid,Unassigned,Gaza,EMR-GAZ,Zakat
Yaqoub - Project 100 Smiles!,Youth of The Ummah,Sponsorships,Orphan Sponsorship,Syria,SPN-SYR-ORP,Zakat
â Imtiyaz - Project 100 Smiles!,Youth of The Ummah,General Fund,Most Needed / Flexible Allocation,Syria,MST-SYR,Zakat
Adnan - Project 100 Smiles!,â TSI - The Stepney Initiative for Project 100 Smiles!,Sponsorships,Orphan Sponsorship,Syria,SPN-SYR-ORP,Zakat
Sulayman Hussain & Ayah Hussain for Project 100 Smiles!,Poplar Brotherhood,Sponsorships,Orphan Sponsorship,Syria,SPN-SYR-ORP,Zakat
Sadaqah Jariya for the Parents of Yasin Uddin& Helena Begum,AshbÄl Al-Ummah,General Fund,Most Needed / Flexible Allocation,General / Multi-Country,MST-MTC,Zakat
Asad - 55/313,313 Orphans,Sponsorships,Orphan Sponsorship,Afghanistan,SPN-AFG-ORP,Zakat
Bajram [The Rijal Club] for Project 100 Smiles!,â The Rijal Club,General Fund,Most Needed / Flexible Allocation,Syria,MST-SYR,Zakat
Muqudas Walk4Gaza,WALK 4 GAZA,Emergency Aid,Unassigned,Gaza,EMR-GAZ,Zakat
Shahjahan - Project 100 Smiles!,â TSI - The Stepney Initiative for Project 100 Smiles!,Sponsorships,Orphan Sponsorship,Syria,SPN-SYR-ORP,Zakat
Maheer - Project 100 Smiles!,Youth of The Ummah,Sponsorships,Orphan Sponsorship,Syria,SPN-SYR-ORP,Zakat
AAHRAYYK #5 - 12/313,313 Orphans,Sponsorships,Orphan Sponsorship,Afghanistan,SPN-AFG-ORP,Zakat
FZ - 24/313,313 Orphans,Sponsorships,Orphan Sponsorship,Afghanistan,SPN-AFG-ORP,Zakat
Ibrahim - Project 100 Smiles!,Youth of The Ummah,Sponsorships,Orphan Sponsorship,Syria,SPN-SYR-ORP,Zakat
PROJECT 100 FUTURES - SISTERS' PROJECT,TEAM SISTERS' PROJECT,General Fund,Most Needed / Flexible Allocation,Syria,MST-SYR,Zakat
Abdullah - Project 100 Smiles,University of Westminster ISOC,General Fund,Unassigned,General / Multi-Country,MST-ALL,Non-Zakat
Khalid - Project 100 Smiles!,Youth of The Ummah,Sponsorships,Orphan Sponsorship,Syria,SPN-SYR-ORP,Zakat
Anas - Project 100 Smiles,University of Westminster ISOC,Sponsorships,Orphan Sponsorship,Syria,SPN-SYR-ORP,Zakat
Muhammad - Project 100 Smiles,University of Westminster ISOC,Sponsorships,Orphan Sponsorship,Syria,SPN-SYR-ORP,Zakat
Walking from Shenfield,University of Westminster ISOC,General Fund,Most Needed / Flexible Allocation,Syria,MST-SYR,Zakat
Talhat walking the distance for Gaza,WALK 4 GAZA,General Fund,Most Needed / Flexible Allocation,Gaza,MST-GAZ,Zakat
DR UMM ABDULLAH FOR 100 FUTURES PROJECT,TEAM SISTERS' PROJECT,Sponsorships,Educational Sponsorships,Syria,SPN-SYR-EDU,Non-Zakat
Ferzana's Project 100 Futures,TEAM SISTERS' PROJECT,Sponsorships,Educational Sponsorships,Syria,SPN-SYR-EDU,Non-Zakat
Hope in Every Step,WALK 4 GAZA,Emergency Aid,Unassigned,Gaza,EMR-GAZ,Zakat
â€œFathimas pledge with youâ€œ to support a vulnerable woman in need . â¤ï¸,TEAM SISTERS' PROJECT,General Fund,Unassigned,General / Multi-Country,MST-MTC,Zakat
For the Children of Gaza,WALK 4 GAZA,General Fund,Most Needed / Flexible Allocation,Gaza,MST-GAZ,Zakat
Jubayat - Project 100 Smiles,University of Westminster ISOC,Sponsorships,Orphan Sponsorship,Syria,SPN-SYR-ORP,Zakat
Hanzalah - Project 100 Smiles,University of Westminster ISOC,General Fund,Most Needed / Flexible Allocation,Syria,MST-SYR,Zakat
Roman Circle - Project 100 Smiles,Youth of The Ummah,General Fund,Most Needed / Flexible Allocation,Syria,MST-SYR,Zakat
Sulayman - Project 100 Smiles,University of Westminster ISOC,Sponsorships,Orphan Sponsorship,Syria,SPN-SYR-ORP,Zakat
Asia's plea to empower sisters in Damascas,TEAM SISTERS' PROJECT,Sponsorships,Educational Sponsorships,Syria,SPN-SYR-EDU,Non-Zakat
AG - Project 100 Smiles,University of Westminster ISOC,Sponsorships,Orphan Sponsorship,Syria,SPN-SYR-ORP,Zakat
Samra's Project 100 Futures,TEAM SISTERS' PROJECT,General Fund,Unassigned,General / Multi-Country,MST-MTC,Zakat
Shjeel and Kids Gaza Walk,WALK 4 GAZA,General Fund,Unassigned,Gaza,MST-GAZ,Zakat
walk for gaza K,WALK 4 GAZA,General Fund,Unassigned,General / Multi-Country,MST-MTC,Zakat
Umm Nusaybah - Empowering Futures,TEAM SISTERS' PROJECT,Sponsorships,Widow Sponsorship,Syria,SPN-SYR-WID,Zakat
5 YARD GIRLS EMPOWERING 100 FORGOTTEN WOMEN,TEAM SISTERS' PROJECT,Sponsorships,Widow Sponsorship,Syria,SPN-SYR-WID,Zakat
Muhsin's Empower 100 forgotten women in Damascus,TEAM SISTERS' PROJECT,Sponsorships,Widow Sponsorship,Syria,MST-ALL,Zakat
Walk for Gaza,WALK 4 GAZA,Emergency Aid,Unassigned,Gaza,EMR-GAZ,Zakat
Uthman - Project 100 Smiles,University of Westminster ISOC,Sponsorships,Orphan Sponsorship,Syria,SPN-SYR-ORP,Zakat
DeenRiders Raising Funds For Gaza This Winter,WALK 4 GAZA,Emergency Aid,Unassigned,Gaza,EMR-GAZ,Zakat
Tahira's Empower Forgotten Women Project,TEAM SISTERS' PROJECT,Sponsorships,Educational Sponsorships,Syria,SPN-SYR-EDU,Non-Zakat
Walk 4 Gaza,WALK 4 GAZA,Emergency Aid,Unassigned,Gaza,EMR-GAZ,Zakat
Walk4Gaza - Khalil Ahmed,WALK 4 GAZA,Emergency Aid,Unassigned,Gaza,EMR-GAZ,Zakat
Mr,WALK 4 GAZA,Emergency Aid,Unassigned,Gaza,EMR-GAZ,Zakat
Taiyub Empowering 100 Forgotten Women in Damascus,TEAM SISTERS' PROJECT,Sponsorships,Unassigned,Syria,SPN-SYR-EDU,Non-Zakat
Damascus Empowerment Project,TEAM SISTERS' PROJECT,General Fund,Most Needed / Flexible Allocation,Syria,MST-SYR,Zakat
Asama's 100 Futures Project: Empower 100 Forgotten Women,TEAM SISTERS' PROJECT,Sponsorships,Educational Sponsorships,Syria,SPN-SYR-EDU,Non-Zakat
Farah's forgotten women project,TEAM SISTERS' PROJECT,General Fund,Unassigned,General / Multi-Country,MST-ALL,Non-Zakat
Akhlaq - Project 100 Smiles!,Youth of The Ummah,Sponsorships,Orphan Sponsorship,Syria,SPN-SYR-ORP,Zakat
Samina's 100 Futures Project: Empower 100 Forgotten Women,TEAM SISTERS' PROJECT,Sponsorships,Unassigned,Syria,SPN-SYR-WID,Zakat
Abdullahâ€™s Snowdon Hike (again),QMISoc,General Fund,Unassigned,General / Multi-Country,MST-ALL,Non-Zakat
Amir - Project 100 Smiles,University of Westminster ISOC,General Fund,Most Needed / Flexible Allocation,Syria,MST-SYR,Zakat
Maqsudah's 100 Futures Project: Empower 100 Forgotten Women,TEAM SISTERS' PROJECT,Sponsorships,Educational Sponsorships,Syria,SPN-SYR-EDU,Non-Zakat
Hammad - Project 100 Smiles!,Youth of The Ummah,Sponsorships,Orphan Sponsorship,Syria,SPN-SYR-ORP,Zakat
An Orphan's Amanah,313 Orphans,Sponsorships,Orphan Sponsorship,Afghanistan,SPN-AFG-ORP,Zakat
RETHINK CHARITY FOR SUDAN,Rethink Charity for Sudan.,General Fund,Most Needed / Flexible Allocation,Sudan,MST-SDN,Zakat
AbÅ« Rumaysa - AshbÄl Deployment,AshbÄl Al-Ummah,Emergency Aid,Unassigned,Afghanistan,EMR-AFG,Zakat
Yahya - AshbÄl Deployment,AshbÄl Al-Ummah,Sponsorships,Orphan Sponsorship,Afghanistan,SPN-AFG-ORP,Zakat
Mumin - 61/313,313 Orphans,Sponsorships,Orphan Sponsorship,Afghanistan,SPN-AFG-ORP,Zakat
Siraj - Project 100 Smiles,University of Westminster ISOC,Sponsorships,Orphan Sponsorship,Syria,SPN-SYR-ORP,Zakat
Umm Dawood's Empowering Forgotten Women in Syria,TEAM SISTERS' PROJECT,Sponsorships,Educational Sponsorships,Syria,SPN-SYR-EDU,Non-Zakat
IbrÄhÄ«m - Zakah Only (Distributed on the Ground),AshbÄl Al-Ummah,General Fund,Most Needed / Flexible Allocation,Afghanistan,MST-AFG,Zakat
Rifat's Project 100 Futures,TEAM SISTERS' PROJECT,Sponsorships,Educational Sponsorships,Syria,SPN-SYR-EDU,Non-Zakat
Safwan - AshbÄl Deployment,AshbÄl Al-Ummah,General Fund,Most Needed / Flexible Allocation,Afghanistan,MST-AFG,Zakat
Ally - Project 100 Smiles - Walking from Shenfield to Paddington,University of Westminster ISOC,Sponsorships,Orphan Sponsorship,Syria,SPN-SYR-ORP,Zakat
Farhan - AshbÄl Deployment,AshbÄl Al-Ummah,General Fund,Unassigned,General / Multi-Country,MST-MTC,Zakat
Astracia Raising for 100 Forgotten Women in Damascus,TEAM SISTERS' PROJECT,Sponsorships,Educational Sponsorships,Syria,SPN-SYR-EDU,Non-Zakat
Emergency Aid for Palestine,Syrian & Gazan Challenge,Emergency Aid,Unassigned,Gaza,EMR-GAZ,Zakat
Ihsan Circle - Project 100 Smiles!,Ihsan Circle - Project 100 Smiles!,Sponsorships,Orphan Sponsorship,Syria,SPN-SYR-ORP,Zakat
Belal - Project 100 Smiles!,â TSI - The Stepney Initiative for Project 100 Smiles!,General Fund,Most Needed / Flexible Allocation,Syria,MST-SYR,Zakat
Rahat - Project 100 Smiles!,â TSI - The Stepney Initiative for Project 100 Smiles!,Sponsorships,Orphan Sponsorship,Syria,SPN-SYR-ORP,Zakat
Ahmad - Project 100 Smiles!,â TSI - The Stepney Initiative for Project 100 Smiles!,General Fund,Most Needed / Flexible Allocation,Syria,MST-SYR,Zakat
Shahanwar - Project 100 Smiles!,Youth of The Ummah,Sponsorships,Orphan Sponsorship,Syria,SPN-SYR-ORP,Zakat
Aadil - Project 100 Smiles!,â TSI - The Stepney Initiative for Project 100 Smiles!,General Fund,Most Needed / Flexible Allocation,Syria,MST-SYR,Zakat
"Nusaybah, Aasiyah & Yusuf's 100 Futures Project: Empower 100 Forgotten Women",TEAM SISTERS' PROJECT,Sponsorships,Unassigned,Syria,SPN-SYR-EDU,Zakat
Muslim Power for Syria's Revival!,Ù‚ÙˆØ© Ø§Ù„Ù…Ø³Ù„Ù…ÙŠÙ† TEAM MUSLIM POWER,Emergency Aid,Unassigned,Syria,EMR-SYR,Zakat
Tahseen - Project 100 Smiles!,â TSI - The Stepney Initiative for Project 100 Smiles!,General Fund,Unassigned,General / Multi-Country,MST-MTC,Zakat
Abdurrahman Abid - Project 100 Smiles!,Youth of The Ummah,Sponsorships,Orphan Sponsorship,Syria,SPN-SYR-ORP,Zakat
Yasin - Project 100 Smiles,University of Westminster ISOC,Sponsorships,Orphan Sponsorship,Syria,SPN-SYR-ORP,Zakat
Â£10 School Pack,AshbÄl Al-Ummah,General Fund,Most Needed / Flexible Allocation,General / Multi-Country,MST-MTC,Zakat
Abduljawad - Project 100 Smiles!,â TSI - The Stepney Initiative for Project 100 Smiles!,Sponsorships,Orphan Sponsorship,Syria,SPN-SYR-ORP,Zakat
Zakariya - Project 100 Smiles!,Youth of The Ummah,General Fund,Unassigned,General / Multi-Country,MST-MTC,Zakat
DR UMM ABDULLAH IFTAR4SHAAM 2026,TEAM SISTERS' PROJECT,Seasonal & Annual Campaigns,Iftar,Syria,SEA-SYR-IFT,Zakat
SISTERS' PROJECT - IFTAR4SHAAM 2026,TEAM SISTERS' PROJECT,Seasonal & Annual Campaigns,Iftar,Syria,SEA-SYR-IFT,Zakat
Mohammed Alaman Choudhury - Sadaqah Jariyah,AshbÄl Al-Ummah,Water,Unassigned,Afghanistan,WAT-AFG,Non-Zakat
"Emergency Help for Family: Food, Rent, Medical & Education",Rethink Charity,General Fund,Unassigned,General / Multi-Country,MST-MTC,Zakat
Al-Suywf - Widow Sponsorship (1yr),Al-Suywf Sadaqah,Sponsorships,Widow Sponsorship,Afghanistan,SPN-AFG-WID,Zakat
30 Day Challenge  Goal,Syrian & Gazan Challenge,General Fund,Most Needed / Flexible Allocation,"Gaza,Syria",MST-GAZ,Zakat
Omar Othman for Project 100 Smiles!,University of Westminster ISOC,Sponsorships,Orphan Sponsorship,Syria,SPN-SYR-ORP,Zakat
Masjid in Afghanistan - Sadaqah Jariyah Razzak Ahmed,AshbÄl Al-Ummah,Masjid General,Masjid General,Afghanistan,MAS-AFG,Non-Zakat
Zakariya - Project 100 Smiles!,â TSI - The Stepney Initiative for Project 100 Smiles!,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
Building a future with Saeed,Ù‚ÙˆØ© Ø§Ù„Ù…Ø³Ù„Ù…ÙŠÙ† TEAM MUSLIM POWER,Sponsorships,Orphan Sponsorship,Syria,SPN-SYR-ORP,Zakat
Nabil - Project 100 Smiles!,â TSI - The Stepney Initiative for Project 100 Smiles!,Village Project,Village General,Syria,VIL-SYR-GEN,Zakat
Abdul Lateef  [The Rijal Club] for Project 100 Smiles!,â The Rijal Club,General Fund,Unassigned,General / Multi-Country,MST-MTC,Zakat
Mukhtar - Project 100 Smiles!,â TSI - The Stepney Initiative for Project 100 Smiles!,Sponsorships,Orphan Sponsorship,Syria,SPN-SYR-ORP,Zakat
QM ISoc Sisters London Charity Trek for Project 100 Smiles,QMISoc,Sponsorships,Orphan Sponsorship,Syria,SPN-SYR-ORP,Zakat
Lubza - Al-Noor Boat Race 2026,Team 7th Goodmayes - Female,Emergency Aid,Unassigned,Syria,EMR-SYR,Zakat
Alisha - Al-Noor Boat Race 2026,Team 7th Goodmayes - Female,Emergency Aid,Unassigned,Syria,EMR-SYR,Zakat
